Position x, Position y, Velocity x, Velocity y
-0.3202, -0.0050, -0.0090, 0.0000, 4.4977
-0.3220, -0.0050, -0.0091, 0.0000, 4.4999
-0.3223, -0.0050, -0.0090, 0.0000, 4.5166
-0.3240, -0.0050, -0.0089, 0.0000, 4.5190
-0.3243, -0.0050, -0.0088, 0.0000, 4.5357
-0.3260, -0.0050, -0.0085, 0.0000, 4.5522
-0.3276, -0.0050, -0.0080, 0.0000, 4.5544
-0.3278, -0.0050, -0.0080, 0.0000, 4.5711
-0.3293, -0.0050, -0.0075, 0.0000, 4.5743
-0.3295, -0.0050, -0.0075, 0.0000, 4.5907
-0.3310, -0.0050, -0.0075, 0.0000, 4.5928
-0.3313, -0.0050, -0.0075, 0.0000, 4.6096
-0.3327, -0.0050, -0.0074, 0.0000, 4.6260
-0.3341, -0.0050, -0.0071, 0.0000, 4.6282
-0.3343, -0.0050, -0.0070, 0.0000, 4.6449
-0.3356, -0.0050, -0.0066, 0.0000, 4.6618
-0.3370, -0.0050, -0.0068, 0.0000, 4.6640
-0.3372, -0.0050, -0.0068, 0.0000, 4.6807
-0.3386, -0.0050, -0.0068, 0.0000, 4.6828
-0.3387, -0.0050, -0.0068, 0.0000, 4.6995
-0.3400, -0.0050, -0.0065, 0.0000, 4.7164
-0.3414, -0.0050, -0.0069, 0.0000, 4.7185
-0.3416, -0.0050, -0.0069, 0.0000, 4.7356
-0.3431, -0.0050, -0.0075, 0.0000, 4.7378
-0.3433, -0.0050, -0.0075, 0.0000, 4.7545
-0.3449, -0.0050, -0.0077, 0.0000, 4.7711
-0.3464, -0.0050, -0.0077, 0.0000, 4.7734
-0.3466, -0.0050, -0.0076, 0.0000, 4.7902
-0.3481, -0.0050, -0.0074, 0.0000, 4.7925
-0.3483, -0.0050, -0.0073, 0.0000, 4.8092
-0.3497, -0.0050, -0.0070, 0.0000, 4.8257
-0.3510, -0.0050, -0.0066, 0.0000, 4.8281
-0.3512, -0.0050, -0.0065, 0.0000, 4.8448
-0.3524, -0.0050, -0.0061, 0.0000, 4.8470
-0.3526, -0.0050, -0.0060, 0.0000, 4.8640
-0.3538, -0.0050, -0.0062, 0.0000, 4.8803
-0.3550, -0.0050, -0.0061, 0.0000, 4.8827
-0.3552, -0.0050, -0.0061, 0.0000, 4.8994
-0.3564, -0.0050, -0.0059, 0.0000, 4.9018
-0.3566, -0.0050, -0.0059, 0.0000, 4.9185
-0.3577, -0.0050, -0.0056, 0.0000, 4.9351
-0.3587, -0.0050, -0.0053, 0.0000, 4.9373
-0.3589, -0.0050, -0.0052, 0.0000, 4.9540
-0.3599, -0.0050, -0.0049, 0.0000, 4.9562
-0.3600, -0.0050, -0.0048, 0.0000, 4.9729
-0.3609, -0.0050, -0.0045, 0.0000, 4.9895
-0.3617, -0.0050, -0.0041, 0.0000, 4.9918
-0.3618, -0.0050, -0.0041, 0.0000, 5.0084
-0.3626, -0.0050, -0.0037, 0.0000, 5.0110
-0.3627, -0.0050, -0.0037, 0.0000, 5.0273
-0.3633, -0.0050, -0.0034, 0.0000, 5.0440
-0.3640, -0.0050, -0.0031, 0.0000, 5.0470
-0.3641, -0.0050, -0.0031, 0.0000, 5.0634
-0.3647, -0.0050, -0.0035, 0.0000, 5.0656
-0.3648, -0.0050, -0.0035, 0.0000, 5.0823
-0.3656, -0.0050, -0.0036, 0.0000, 5.0989
-0.3663, -0.0050, -0.0036, 0.0000, 5.1009
-0.3664, -0.0050, -0.0036, 0.0000, 5.1177
-0.3671, -0.0050, -0.0035, 0.0000, 5.1342
-0.3677, -0.0050, -0.0033, 0.0000, 5.1360
-0.3678, -0.0050, -0.0033, 0.0000, 5.1532
-0.3685, -0.0050, -0.0037, 0.0000, 5.1697
-0.3694, -0.0050, -0.0045, 0.0000, 5.1720
-0.3696, -0.0050, -0.0046, 0.0000, 5.1888
-0.3706, -0.0050, -0.0050, 0.0000, 5.1918
