Position x, Position y, Velocity x, Velocity y
-0.4053, -0.0297, 0.0092, -0.0002, 4.6738
-0.4035, -0.0297, 0.0093, -0.0001, 4.6761
-0.4032, -0.0297, 0.0093, -0.0001, 4.6929
-0.4014, -0.0298, 0.0091, -0.0001, 4.6965
-0.4010, -0.0298, 0.0093, -0.0001, 4.7128
-0.3990, -0.0298, 0.0101, -0.0001, 4.7150
-0.3987, -0.0298, 0.0101, -0.0001, 4.7318
-0.3967, -0.0298, 0.0103, -0.0001, 4.7341
-0.3964, -0.0298, 0.0103, -0.0001, 4.7509
-0.3943, -0.0298, 0.0102, -0.0001, 4.7677
-0.3923, -0.0298, 0.0104, -0.0001, 4.7700
-0.3919, -0.0298, 0.0104, -0.0001, 4.7864
-0.3899, -0.0299, 0.0103, -0.0001, 4.7888
-0.3896, -0.0299, 0.0103, -0.0001, 4.8052
-0.3876, -0.0299, 0.0099, -0.0001, 4.8226
-0.3858, -0.0299, 0.0095, -0.0001, 4.8388
-0.3839, -0.0299, 0.0095, -0.0001, 4.8550
-0.3820, -0.0299, 0.0093, 0.0000, 4.8719
-0.3801, -0.0299, 0.0096, 0.0000, 4.8882
-0.3782, -0.0299, 0.0095, 0.0000, 4.8903
-0.3779, -0.0299, 0.0095, 0.0000, 4.9070
-0.3761, -0.0299, 0.0092, 0.0000, 4.9236
-0.3744, -0.0299, 0.0088, 0.0000, 4.9258
-0.3741, -0.0299, 0.0087, 0.0000, 4.9426
-0.3725, -0.0299, 0.0082, 0.0000, 4.9592
-0.3710, -0.0300, 0.0077, 0.0000, 4.9761
-0.3694, -0.0300, 0.0077, 0.0000, 4.9922
-0.3679, -0.0300, 0.0076, 0.0000, 5.0089
-0.3665, -0.0300, 0.0073, 0.0000, 5.0253
-0.3651, -0.0300, 0.0069, 0.0000, 5.0276
-0.3649, -0.0300, 0.0069, 0.0000, 5.0441
-0.3636, -0.0300, 0.0064, 0.0000, 5.0464
-0.3635, -0.0300, 0.0064, 0.0000, 5.0636
-0.3621, -0.0300, 0.0066, 0.0000, 5.0798
-0.3609, -0.0300, 0.0065, 0.0000, 5.0821
-0.3607, -0.0300, 0.0065, 0.0000, 5.0989
-0.3594, -0.0300, 0.0063, 0.0000, 5.1024
-0.3591, -0.0300, 0.0064, 0.0000, 5.1188
-0.3578, -0.0300, 0.0066, 0.0000, 5.1210
-0.3576, -0.0300, 0.0066, 0.0000, 5.1378
-0.3563, -0.0300, 0.0066, 0.0000, 5.1546
-0.3549, -0.0300, 0.0071, 0.0000, 5.1567
-0.3547, -0.0300, 0.0071, 0.0000, 5.1735
-0.3533, -0.0300, 0.0072, 0.0000, 5.1765
-0.3530, -0.0300, 0.0073, 0.0000, 5.1929
-0.3515, -0.0300, 0.0077, 0.0000, 5.1951
-0.3513, -0.0300, 0.0077, 0.0000, 5.2119
-0.3497, -0.0300, 0.0078, 0.0000, 5.2284
-0.3482, -0.0300, 0.0077, 0.0000, 5.2305
-0.3480, -0.0300, 0.0076, 0.0000, 5.2471
-0.3465, -0.0300, 0.0073, 0.0000, 5.2638
-0.3451, -0.0300, 0.0070, 0.0000, 5.2808
-0.3437, -0.0300, 0.0072, 0.0000, 5.2973
-0.3422, -0.0300, 0.0077, 0.0000, 5.3138
